,Mean degree,Clustering coefficient,Average shortest path length,Node betweenness centrality,Edge betweenness centrality,Average neighbor degree,CH4 abundance,Has life?,Max betweenness node,Max node betweenness value,Max betweenness edge,Max edge betweenness value,Node degree assortativity,Species variance
0,14.163636036249715,-4.9307107733204365,13.289093315937592,4.082279736514629,5.906172270734183,23.773535581612816,-2.9030899869919433,1,CH21,5.686177706036499,"('CH21', 'HS')",8.208027523424903,0.03207378682053885,1.2334344031688818e-07
1,14.260020290098447,-4.912706323973117,13.38586358768678,4.088248163451176,5.8430178189097,23.928837000151532,-1.853871964321762,1,CH21,5.728053347058724,"('CH21', 'HS')",8.217558960045489,0.03210812931897429,1.0949480183541002e-05
2,12.661062044910066,-3.844208334054598,10.180339125553283,1.4490198890005794,2.6931515193812468,23.058100256856573,-1.0222763947111522,1,HV,2.742357832927983,"('CH21', 'HS')",4.766214363589249,0.02392714240571227,0.0005060924606079855
3,12.661062044910066,-3.844208334054598,10.180339125553283,1.4490198890005794,2.6931515193812468,23.058100256856573,-1.0222763947111522,1,HV,2.742357832927983,"('CH21', 'HS')",4.766214363589249,0.02392714240571227,0.0005060924606079855
4,12.661062044910066,-3.844208334054598,10.180339125553283,1.4490198890005794,2.6931515193812468,23.058100256856573,-1.0222763947111522,1,HV,2.742357832927983,"('CH21', 'HS')",4.766214363589249,0.02392714240571227,0.0005060924606079855
5,12.661062044910066,-3.844208334054598,10.180339125553283,1.4490198890005794,2.6931515193812468,23.058100256856573,-1.0222763947111522,1,HV,2.742357832927983,"('CH21', 'HS')",4.766214363589249,0.02392714240571227,0.0005060924606079855
6,12.661062044910066,-3.844208334054598,10.180339125553283,1.4490198890005794,2.6931515193812468,23.058100256856573,-1.0222763947111522,1,HV,2.742357832927983,"('CH21', 'HS')",4.766214363589249,0.02392714240571227,0.0005060924606079855
7,12.661062044910066,-3.844208334054598,10.180339125553283,1.4490198890005794,2.6931515193812468,23.058100256856573,-1.0222763947111522,1,HV,2.742357832927983,"('CH21', 'HS')",4.766214363589249,0.02392714240571227,0.0005060924606079855
8,12.661062044910066,-3.844208334054598,10.180339125553283,1.4490198890005794,2.6931515193812468,23.058100256856573,-1.0222763947111522,1,HV,2.742357832927983,"('CH21', 'HS')",4.766214363589249,0.02392714240571227,0.0005060924606079855
9,12.661062044910066,-3.844208334054598,10.180339125553283,1.4490198890005794,2.6931515193812468,23.058100256856573,-1.0222763947111522,1,HV,2.742357832927983,"('CH21', 'HS')",4.766214363589249,0.02392714240571227,0.0005060924606079855
10,12.640905390540544,-3.7621122947927983,9.924143876178848,1.4434826722533125,2.599733356270104,23.2459282229752,-0.7721132953863263,1,HV,2.7676524082231837,"('OH', 'CH')",4.5796872015216135,0.020908187725539113,0.0016023587256665949
11,12.640044764264632,-3.760897126261999,10.035387210188182,1.4449204761739,2.64148409878689,23.179800206173184,-0.7144426909922261,1,HV,2.765105957480702,"('OH', 'CH')",4.734866021087996,0.020338157002474808,0.0020899927025959334
12,14.286104844200715,-4.815945785660325,13.411860296197194,3.936578030553446,5.9928762266271765,24.08771041652595,-2.501689446210399,1,CS,5.54800255502972,"('H2O', 'H')",8.2018189516581,0.03246031315460099,5.715003422164303e-07
13,12.63290861178563,-3.73952021402747,9.962290872041851,1.4332873591707134,2.6208822892869628,23.25396337440474,-0.8326826652518239,1,HV,2.7818897786237486,"('OH', 'CH')",4.69589164804946,0.01951707153898192,0.001212129926906625
14,12.652671870791458,-3.825959287910401,10.522746806052222,1.45704609190217,2.713715281801826,23.004431401551003,-1.211831628858832,1,HV,2.7418603132372623,"('OH', 'CH')",4.78114965696015,0.025140147251081706,0.0002112906635553825
15,12.652671870791458,-3.825959287910401,10.522746806052222,1.45704609190217,2.713715281801826,23.004431401551003,-1.211831628858832,1,HV,2.7418603132372623,"('OH', 'CH')",4.78114965696015,0.025140147251081706,0.0002112906635553825
16,14.200544659130271,-4.525198392189423,13.32428256565686,7.071771884587835,8.200361716373093,24.53069537369786,-1.9956786262173571,1,H,8.77124075450257,"('H', 'CS')",10.060321097072595,0.034761654371072544,5.697051014155572e-06
17,14.166009390934256,-4.930845847480306,13.29163610413802,4.081612295529857,5.906133518481579,23.779000493265837,-2.2111248842245828,1,CH21,5.68616726994691,"('CH21', 'HS')",8.208026839875627,0.03208419360801615,2.1146509322553823e-06
18,14.25046506059499,-4.918542916199636,13.376318925422531,4.111872806063718,5.994615089878934,23.911928676352883,-2.2111248842245828,1,CH21,5.687361688686398,"('CH21', 'HS')",8.20825076407076,0.03209522392179916,2.1146509322553823e-06
19,14.242438521571007,-4.921707966306649,13.368157387318192,4.124246319108412,6.004086393028595,23.897994813720285,-2.211831628858832,1,CH21,5.68694232745822,"('CH21', 'HS')",8.208527160832991,0.0320794573076421,2.1081636726626702e-06
20,14.252284027827589,-4.917759287532398,13.378140805401305,4.112007199745523,6.030866274324008,23.915920875649533,-2.2111248842245828,1,CH21,5.68735905605254,"('CH21', 'HS')",8.208250737070687,0.03209681402683604,2.1146579927159626e-06
21,14.273499434770114,-4.895732352716862,13.399180157790225,4.316826356441665,6.061085689397336,23.965074757270997,-2.211831628858832,1,CH21,6.005527180191407,"('CH21', 'HS')",8.556538304140727,0.032143926333620315,2.1081636726626702e-06
22,14.229966840803458,-4.593874846080733,13.354382975564892,7.0597244388061755,8.315385832558082,24.30689477081435,-5.694648630553376,1,H,8.537805771463939,"('H', 'CS')",10.236625709208065,0.03398259723613344,1.2389977136709147e-06
23,14.282544232860609,-4.873185146038734,13.408240501356,4.3579077973528815,6.106619626626892,24.001317783262422,-2.07727454200674,1,CH21,6.011278346302999,"('CH21', 'HS')",8.55724575971342,0.03222034760955938,3.908492981902915e-06
24,14.260690738930785,-4.710693884290649,13.383559016954141,6.65753099321302,7.913644529002419,24.185159064934965,-1.9706162223147903,1,O,8.1796684713799,"('O2', 'SO2')",9.740567944266733,0.032835565165350834,6.395871797955136e-06
25,12.662686643224957,-3.8535131540577807,10.30700961230424,1.4577966841063918,2.6953879792138165,23.021625650183665,-1.0958256317158366,1,HV,2.7423626367791023,"('CH21', 'HS')",4.7667891454635,0.02462696705058355,0.00036062013889903585
26,12.662020385753207,-3.8452827157368343,10.230729866550963,1.4490228620096532,2.693609675677797,23.04294982318196,-1.0520763801682733,1,HV,2.7423618067442876,"('CH21', 'HS')",4.76671941382842,0.024055979198594667,0.0004411569914995133
27,12.650342929607813,-3.749480561602711,11.379998013317934,3.1158055994686666,4.414002296458502,23.003294658019794,-1.774690718274137,1,CS,4.541096002765706,"('OH', 'CH')",6.521051363579492,0.05974340360102449,1.5792686008898356e-05
28,12.650342929607813,-3.749480561602711,11.379998013317934,3.1158055994686666,4.414002296458502,23.003294658019794,-1.774690718274137,1,CS,4.541096002765706,"('OH', 'CH')",6.521051363579492,0.05974340360102449,1.5792686008898356e-05
29,12.662020385753207,-3.8452827157368343,10.230729866550963,1.4490228620096532,2.693609675677797,23.04294982318196,-1.0520763801682733,1,HV,2.7423618067442876,"('CH21', 'HS')",4.76671941382842,0.024055979198594667,0.0004411569914995133
30,14.193898250219693,-4.930756454993313,13.319561132871296,4.110839068456709,5.964562057267485,23.820774838771097,-2.214670164989233,1,CH21,5.686255317706134,"('CH21', 'HS')",8.208385508609878,0.03207294614814454,2.080898873810105e-06
31,12.631601441455613,-3.7663463538987796,10.948968235976865,1.7787535139084674,3.7511640391989713,22.99367650746493,-1.0705810742857071,1,CH,3.0927245486081945,"('OH', 'CH')",6.144156377213377,0.03461859287684518,0.00040510486496702
32,12.632388351565252,-3.773760144658244,10.925499140077774,1.9438214213992497,3.423106099328085,22.993171319512697,-1.6345120151091002,1,CO,3.314552914821317,"('OH', 'CH')",5.569616361011942,0.03377600166633758,3.0129503815749972e-05
33,12.662020385753207,-3.8452827157368343,10.230729866550963,1.4490228620096532,2.693609675677797,23.04294982318196,-1.0520763801682733,1,HV,2.7423618067442876,"('CH21', 'HS')",4.76671941382842,0.024055979198594667,0.0004411569914995133
34,12.65488432601416,-3.81452691907128,10.12708958597414,1.4477476361257102,2.6911094001121567,23.094798761305167,-1.6861327796308463,1,HV,2.7637474742986727,"('CH21', 'HS')",4.759040547824949,0.022692511275652676,2.375107345865252e-05
